name,last_name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,code,player_id,club_id,country_of_birth,city_of_birth
Matías,Zaracho,15,1998-03-10,26,1.71,Argentina,Midfield - Attacking Midfield,right,2020-10-21,2025-12-31,,matias-zaracho,480774,,Argentina,Wilde
Alan,Franco,23,1998-08-21,25,1.74,Ecuador,Midfield - Central Midfield,right,2020-07-17,2025-12-31,adidas,alan-franco,400960,,Ecuador,Alfredo Baquerizo Moreno
,Pedrinho,38,1998-04-13,26,1.72,Brazil,Attack - Right Winger,left,2022-07-18,2024-06-30,Nike,pedrinho,515208,,Brazil,Maceió
,Edenilson,15,1989-12-18,34,1.75,Brazil,Midfield - Central Midfield,right,2024-04-19,2025-12-31,adidas,edenilson,169052,,Brazil,Porto Alegre
,Paulo Vitor,27,2004-08-26,19,1.84,Brazil,Midfield - Defensive Midfield,right,2024-02-01,2027-12-31,,paulo-vitor,1116366,,Brazil,Junqueirópolis
,Patrick,88,1992-07-29,31,1.76,Brazil,Midfield - Central Midfield,left,2024-04-19,2026-12-31,Puma,patrick,333159,,Brazil,Rio de Janeiro
Rodrigo,Battaglia,21,1991-07-12,32,1.87,Argentina,Midfield - Defensive Midfield,right,2023-04-01,2025-12-31,Nike,rodrigo-battaglia,89297,,Argentina,Morón
,Allan,21,1997-03-03,27,1.72,Brazil,Midfield - Defensive Midfield,left,2023-07-01,2027-12-31,Nike,allan,385271,,Brazil,Porto Alegre
,Paulo Henrique,96,1996-07-25,27,1.75,Brazil,Defender - Right-Back,right,2024-01-01,2027-12-31,adidas,paulo-henrique,412594,,Brazil,Pariquera-Açu
,Otávio,5,1994-05-04,30,1.73,Brazil,Midfield - Defensive Midfield,right,2022-07-01,2026-06-30,adidas,otavio,312314,,Brazil,Maceió
,Vitor Gabriel,50,2006-03-11,18,1.76,Brazil,Defender - Right-Back,right,2024-01-01,2027-12-31,,vitor-gabriel,1005006,,Brazil,Belo Horizonte
,Mariano,25,1986-06-23,37,1.77,Brazil,Defender - Right-Back,right,2020-07-31,2024-12-31,Nike,mariano,54155,,Brazil,São João
Renzo,Saravia,26,1993-06-16,30,1.78,Argentina,Defender - Right-Back,right,2023-02-16,2025-12-31,Nike,renzo-saravia,268642,,Argentina,Villa de María
,Dodô,16,1992-02-06,32,1.77,Brazil,Defender - Left-Back,left,2023-07-10,2025-12-31,Nike,dodo,109038,,Brazil,Campinas
,Guilherme Arana,13,1997-04-14,27,1.76,Brazil,Defender - Left-Back,left,2021-07-01,2027-12-31,Nike,guilherme-arana,346766,,Brazil,São Paulo
,Rômulo,0,2004-01-31,20,1.83,Brazil,Defender - Centre-Back,right,,,Puma,romulo,743588,,Brazil,Belo Horizonte
Mauricio,Lemos,4,1995-12-28,28,1.87,Uruguay,Defender - Centre-Back,right,2023-02-16,2025-12-31,Nike,mauricio-lemos,303140,,Uruguay,Rivera
,Rubens,44,2001-06-21,22,1.78,Brazil,Defender - Left-Back,left,2022-01-01,2027-12-31,adidas,rubens,843397,,Brazil,Tumiritinga
,Bruno Fuchs,3,1999-04-01,25,1.9,Brazil,Defender - Centre-Back,right,2023-01-01,2024-12-31,Nike,bruno-fuchs,563692,,Brazil,Ponta Grossa
,Jemerson,34,1992-08-24,31,1.84,Brazil,Defender - Centre-Back,right,2022-07-18,2024-12-31,Nike,jemerson,258254,,Brazil,Jeremoabo
,Réver,0,1985-01-04,39,1.92,Brazil,Defender - Centre-Back,right,2024-01-01,,Nike,rever,72489,,Brazil,Ariranha
,Igor Rabello,16,1995-04-28,29,1.9,Brazil,Defender - Centre-Back,right,2019-01-01,2025-12-31,Puma,igor-rabello,341701,,Brazil,Rio de Janeiro
,Nathan Silva,6,1997-05-06,27,1.83,Brazil,Defender - Centre-Back,right,2023-07-01,2027-06-30,Nike,nathan-silva,440652,,Brazil,Oliveira
,Everson,22,1990-07-22,33,1.92,Brazil,Goalkeeper,right,2020-09-11,2025-12-31,Puma,everson,106032,,Brazil,Pindamonhangaba
,Juan,31,2002-03-07,22,1.77,Brazil,Attack - Centre-Forward,right,2022-01-01,2024-12-31,adidas,juan,662332,,Brazil,São Paulo
,Luciano,10,1993-05-18,31,1.81,Brazil,Attack - Centre-Forward,left,2020-08-19,2026-12-31,Nike,luciano,223560,,Brazil,Anápolis
,Matheus Mendes,31,1999-03-10,25,1.91,Brazil,Goalkeeper,both,2020-01-26,2026-12-31,Nike,matheus-mendes,629077,,Brazil,Governardor Valadares
,Gabriel Delfim,1,2002-07-10,21,1.89,Brazil,Goalkeeper,left,2023-01-01,2026-12-31,,gabriel-delfim,978121,,Brazil,Simonésia
Jonathan,Calleri,9,1993-09-23,30,1.81,Argentina,Attack - Centre-Forward,right,2022-07-25,2026-12-31,adidas,jonathan-calleri,284727,,Argentina,Buenos Aires
,Wellington Rato,27,1992-06-18,31,1.72,Brazil,Attack - Right Winger,left,2023-01-01,2026-12-31,Nike,wellington-rato,542483,,Brazil,Japeri
,Lucas Moura,7,1992-08-13,31,1.72,Brazil,Attack - Right Winger,right,2023-08-02,2026-12-31,adidas,lucas-moura,77100,,Brazil,São Paulo
,Alexandre Pato,0,1989-09-02,34,1.8,Brazil,Attack - Centre-Forward,right,2024-01-01,,,alexandre-pato,37579,,Brazil,Pato Branco
,William Gomes,39,2006-03-15,18,1.71,Brazil,Attack - Left Winger,left,2024-01-01,2026-06-30,,william-gomes,1004725,,Brazil,Aracaju
,Caio Matheus,0,2004-02-19,20,1.74,Brazil,Attack - Left Winger,right,2021-01-01,2025-12-31,Nike,caio-matheus,963727,,Brazil,Limeira
Giuliano,Galoppo,8,1999-06-18,24,1.79,Argentina,Midfield - Attacking Midfield,right,2022-07-26,2027-06-30,adidas,giuliano-galoppo,567249,,Argentina,Buenos Aires
,Marcos Paulo,0,2001-02-01,23,1.86,Portugal,Attack - Left Winger,right,2021-07-01,2026-06-30,Nike,marcos-paulo,612496,,Brazil,São Gonçalo
,David,7,1995-10-17,28,1.79,Brazil,Attack - Left Winger,right,2024-01-11,2024-12-31,Nike,david,373189,,Brazil,Vitória
James,Rodríguez,55,1991-07-12,32,1.8,Colombia,Midfield - Attacking Midfield,left,2023-07-29,2025-06-30,adidas,james-rodriguez,88103,,Colombia,Cúcuta
,Pedrinho,7,1999-11-10,24,1.76,Brazil,Attack - Left Winger,right,2024-01-11,2024-12-31,Nike,pedrinho,538978,,Brazil,São Paulo
,Vinicius,15,2002-09-23,21,,Brazil,Midfield - Central Midfield,right,2023-09-01,2026-06-30,,vinicius,1082804,,,
,Rodriguinho,18,2004-03-16,20,1.85,Brazil,Midfield - Central Midfield,right,2022-07-07,2026-12-31,Nike,rodriguinho,743593,,Brazil,Mineiros
,Pedro Vilhena,17,2002-02-18,22,1.75,Brazil,Midfield - Central Midfield,right,2024-01-01,2024-12-31,,pedro-vilhena,729263,,Brazil,São Paulo
,Rodrigo Nestor,11,2000-08-09,23,1.75,Brazil,Midfield - Central Midfield,left,2020-01-01,2028-06-30,adidas,rodrigo-nestor,468304,,Brazil,São Paulo
,Alisson,25,1993-06-25,30,1.74,Brazil,Midfield - Central Midfield,right,2022-01-21,2024-12-31,adidas,alisson,229736,,Brazil,Rio Pomba
,Talles Costa,37,2002-08-02,21,1.76,Brazil,Midfield - Central Midfield,right,2024-02-04,2027-12-31,Nike,talles-costa,627222,,Brazil,São Paulo
,Felipe Negrucci,46,2004-05-04,20,1.79,Brazil,Midfield - Defensive Midfield,right,2023-05-01,2026-06-30,,felipe-negrucci,980837,,Brazil,Limeira
,Pablo Maia,29,2002-01-10,22,1.78,Brazil,Midfield - Defensive Midfield,right,2022-01-01,2027-12-31,Puma,pablo-maia,892089,,Brazil,Brazópolis
Jhegson,Méndez,3,1997-04-26,27,1.8,Ecuador,Midfield - Defensive Midfield,right,2024-02-01,2024-06-30,Nike,jhegson-mendez,330682,,Ecuador,Mira
,Liziero,28,1998-02-07,26,1.77,Brazil,Midfield - Central Midfield,left,2023-09-06,2024-06-30,,liziero,401526,,Brazil,Jales
Gabriel,Neves,8,1997-08-11,26,1.71,Uruguay,Midfield - Defensive Midfield,right,2024-01-20,2024-12-31,Nike,gabriel-neves,454181,,Uruguay,Maldonado
,João Moreira,30,2004-05-21,20,1.75,Brazil,Defender - Right-Back,right,2022-02-01,2027-06-30,adidas,joao-moreira,929866,,Brazil,São Paulo
,Luan Santos,8,1999-05-14,25,1.75,Brazil,Midfield - Defensive Midfield,right,2024-03-07,2024-12-31,Nike,luan-santos,574904,,Brazil,São Paulo
Luis,Orejuela,28,1995-08-20,28,1.8,Colombia,Defender - Right-Back,right,2023-08-02,2024-06-30,Nike,luis-orejuela,331057,,Colombia,Santiago de Cali
,Raí Ramos,2,1994-05-06,30,1.79,Brazil,Defender - Right-Back,right,2024-01-01,2024-12-31,Nike,rai-ramos,439460,,Brazil,Japorã
,Igor Vinícius,2,1997-04-01,27,1.74,Brazil,Defender - Right-Back,right,2020-01-01,2025-12-31,adidas,igor-vinicius,552240,,Brazil,Sinop
,Nathan Mendes,45,2002-08-19,21,1.82,Brazil,Defender - Right-Back,right,2024-01-11,2028-12-31,adidas,nathan-mendes,887801,,Brazil,Caçapava
,Patryck,36,2003-01-18,21,1.84,Brazil,Defender - Left-Back,left,2023-01-01,2027-06-30,,patryck,662326,,Brazil,Mogi Mirim
,Rafinha,13,1985-09-07,38,1.72,Brazil,Defender - Right-Back,right,2022-01-19,2024-12-31,adidas,rafinha,33947,,Brazil,Londrina
Lucas,Beraldo,35,2003-11-24,20,1.82,Brazil,Defender - Centre-Back,left,2024-01-01,2028-06-30,Nike,lucas-beraldo,872171,,Brazil,Piracicaba
,Ythallo,58,2004-07-22,19,,Brazil,Defender - Centre-Back,,2024-03-01,2024-12-31,,ythallo,980854,,Brazil,São Bernardo do Campo
,Matheus Belém,44,2003-03-13,21,1.86,Brazil,Defender - Centre-Back,left,2023-01-01,2026-12-31,adidas,matheus-belem,980825,,Brazil,São Paulo
,Welington,6,2001-02-19,23,1.75,Brazil,Defender - Left-Back,left,2021-03-01,2024-12-31,adidas,welington,729264,,Brazil,São Paulo
,Diego Costa,4,1999-07-21,24,1.84,Brazil,Defender - Centre-Back,right,2020-01-01,2028-12-31,,diego-costa,546212,,Brazil,Campo Grande
Nahuel,Ferraresi,32,1998-11-19,25,1.88,Venezuela,Defender - Centre-Back,right,2024-01-05,2027-12-31,adidas,nahuel-ferraresi,466336,,Venezuela,"San Cristóbal, Táchira"
,Walce,0,1999-02-02,25,1.88,Brazil,Defender - Centre-Back,right,2024-01-01,2024-03-31,,walce,574903,,Brazil,Cuiabá
Alan,Franco,28,1996-10-11,27,1.83,Argentina,Defender - Centre-Back,right,2023-01-05,2025-12-31,adidas,alan-franco,503343,,Argentina,Avellaneda
,Young,50,2002-03-07,22,2.01,Brazil,Goalkeeper,right,2023-01-01,2026-12-31,Puma,young,894532,,Brazil,Catanduva
,Leandro Mathias,0,2004-11-14,19,1.87,Brazil,Goalkeeper,,,2025-12-31,,leandro-mathias,838386,,,
Robert,Arboleda,5,1991-10-22,32,1.89,Ecuador,Defender - Centre-Back,right,2017-07-05,2027-12-31,Nike,robert-arboleda,139867,,Ecuador,Esmeraldas
,Rafael,23,1989-06-23,34,1.92,Brazil,Goalkeeper,left,2023-01-01,2025-12-31,adidas,rafael,68097,,Brazil,Coronel Fabriciano
,Jandrei,93,1993-03-01,31,1.86,Brazil,Goalkeeper,right,2022-01-01,2026-12-31,adidas,jandrei,512344,,Brazil,Itaqui
,Giovane,17,2003-11-24,20,1.84,Brazil,Attack - Centre-Forward,left,2022-07-31,2025-06-30,adidas,giovane,1005165,,Brazil,Campinas
,Arthur Sousa,0,2003-03-12,21,1.84,Brazil,Attack - Centre-Forward,right,2024-02-01,2025-09-08,,arthur-sousa,1005640,,Brazil,Brasília
,Yuri Alberto,9,2001-03-18,23,1.83,Brazil,Attack - Centre-Forward,right,2023-01-09,2027-12-31,Nike,yuri-alberto,489893,,Brazil,São José dos Campos
,Adson,28,2000-10-06,23,1.71,Brazil,Attack - Right Winger,left,2024-01-24,2027-12-31,adidas,adson,868891,,Brazil,Araguapaz
,Chrystian Barletta,30,2001-07-05,22,1.78,Brazil,Attack - Right Winger,left,2024-02-21,2028-12-31,Nike,chrystian-barletta,695232,,Brazil,Limeira
,Kayke Ferrari,11,2004-04-28,20,,Brazil,Attack - Left Winger,right,2022-01-01,2025-03-06,,kayke-ferrari,1082700,,,
,Wesley,36,2005-03-05,19,1.8,Brazil,Attack - Left Winger,right,2023-05-10,2027-12-31,Nike,wesley,1007378,,Brazil,São Paulo
,Biro,26,2004-04-20,20,1.71,Brazil,Attack - Right Winger,left,2023-01-01,2027-12-31,Nike,biro,743590,,Brazil,Campinas
,Pedro,24,2006-02-05,18,1.7,Brazil,Attack - Left Winger,right,2024-02-05,2028-12-31,adidas,pedro,1004741,,Brazil,São Paulo
,Júnior Moraes,0,1987-04-04,37,1.76,Ukraine,Attack - Centre-Forward,right,2024-05-01,,adidas,junior-moraes,52915,,Brazil,Santos
Ángel,Romero,11,1992-07-04,31,1.76,Paraguay,Attack - Left Winger,right,2023-01-01,2024-12-31,Nike,angel-romero,262262,,Paraguay,Fernando de la Mora
,Róger Guedes,96,1996-10-02,27,1.82,Brazil,Attack - Left Winger,right,2023-08-09,2027-06-30,adidas,roger-guedes,348263,,Brazil,Ibirubá
,Gustavo Silva,19,1997-09-07,26,1.68,Brazil,Attack - Right Winger,right,2019-01-01,2026-06-30,Nike,gustavo-silva,636314,,Brazil,Curitiba
,Felipe Alves,27,1988-05-21,36,1.87,Brazil,Goalkeeper,left,2024-01-08,2024-12-31,adidas,felipe-alves,189682,,Brazil,São Paulo
,Adryan,0,2005-06-18,18,1.84,Brazil,Midfield - Attacking Midfield,left,2024-03-07,2025-01-31,,adryan,1099256,,Brazil,Santo André
Matías,Rojas,7,1995-11-03,28,1.8,Paraguay,Midfield - Attacking Midfield,left,2024-04-23,2024-12-31,,matias-rojas,417327,,Paraguay,Asunción
,Giuliano,20,1990-05-31,33,1.72,Brazil,Midfield - Attacking Midfield,right,2024-01-01,2024-12-31,Nike,giuliano,54375,,Brazil,Curitiba
,Pedrinho,10,2004-01-01,20,1.7,Brazil,Midfield - Attacking Midfield,right,2022-01-01,2025-02-02,,pedrinho,1005645,,,
,Breno Bidon,27,2005-02-20,19,1.78,Brazil,Midfield - Central Midfield,left,2024-03-01,2029-02-28,,breno-bidon,1029227,,Brazil,São Paulo
,Ruan Oliveira,33,2000-03-23,24,1.76,Brazil,Midfield - Central Midfield,right,2024-01-01,2024-12-31,,ruan-oliveira,798106,,Brazil,Paraíso do Norte
,Matheus Araújo,30,2002-05-22,21,1.76,Brazil,Midfield - Attacking Midfield,right,2023-01-01,2024-12-31,adidas,matheus-araujo,678853,,Brazil,Osasco
,Du Queiroz,37,2000-01-07,24,1.71,Brazil,Midfield - Central Midfield,right,2024-02-12,2024-12-31,adidas,du-queiroz,906774,,Brazil,São Paulo
,Ryan,0,2003-07-15,20,1.7,Brazil,Midfield - Defensive Midfield,left,2024-02-01,2026-07-19,,ryan,1005642,,Brazil,São Paulo
,Paulinho,8,1988-07-25,35,1.83,Brazil,Midfield - Central Midfield,right,2022-01-01,2024-06-30,Mizuno,paulinho,57229,,Brazil,São Paulo
,Renato Augusto,20,1988-02-08,36,1.86,Brazil,Midfield - Central Midfield,right,2024-01-05,2025-12-31,Mizuno,renato-augusto,53058,,Brazil,Rio de Janeiro
,Roni,0,1999-04-15,25,1.74,Brazil,Midfield - Defensive Midfield,right,2024-01-23,2024-12-31,Mizuno,roni,725049,,Brazil,São Paulo
,Gabriel Moscardo,44,2005-09-28,18,1.85,Brazil,Midfield - Defensive Midfield,right,2024-01-26,2024-06-30,adidas,gabriel-moscardo,1086636,,Brazil,Taubaté
,Maycon,7,1997-07-15,26,1.75,Brazil,Midfield - Central Midfield,left,2023-01-09,2024-12-31,Nike,maycon,421935,,Brazil,São Paulo
Víctor,Cantillo,24,1993-10-15,30,1.8,Colombia,Midfield - Defensive Midfield,right,2024-01-01,2025-01-01,Nike,victor-cantillo,263032,,Colombia,Ciénaga
Fausto,Vera,5,2000-03-26,24,1.8,Argentina,Midfield - Defensive Midfield,right,2022-07-26,2026-12-31,Nike,fausto-vera,491701,,Argentina,Hurlingham
,Léo Mana,35,2004-04-06,20,1.79,Brazil,Defender - Right-Back,right,2024-01-01,2026-06-30,,leo-mana,838387,,Brazil,São Paulo
Rafael,Ramos,6,1995-01-09,29,1.74,Portugal,Defender - Right-Back,right,2024-02-16,2024-12-31,Nike,rafael-ramos,290388,,Portugal,Seia
,Fagner,23,1989-06-11,34,1.68,Brazil,Defender - Right-Back,right,2015-01-01,2024-12-31,adidas,fagner,47592,,Brazil,São Paulo
,Alemão,14,1998-04-01,26,1.82,Brazil,Attack - Centre-Forward,right,2023-07-17,2024-06-30,Nike,alemao,560417,,Brazil,Campo Erê
,Lucca,45,2003-04-02,21,1.8,Brazil,Attack - Centre-Forward,right,2023-01-01,2025-12-31,Nike,lucca,982549,,Brazil,Fortaleza
,Luiz Adriano,12,1987-04-12,37,1.84,Brazil,Attack - Centre-Forward,right,2024-03-05,2024-12-31,adidas,luiz-adriano,48974,,Brazil,Porto Alegre
Enner,Valencia,13,1989-11-04,34,1.77,Ecuador,Attack - Centre-Forward,right,2023-07-03,2026-06-30,,enner-valencia,139503,,Ecuador,San Lorenzo
,Gabriel Barros,0,2001-10-25,22,1.82,Brazil,Attack - Right Winger,left,2024-03-07,2024-12-31,,gabriel-barros,738507,,Brazil,São Paulo
,Jean Dias,22,1990-10-22,33,1.7,Brazil,Attack - Right Winger,right,2024-01-01,2024-12-31,,jean-dias,788362,,Brazil,Conceição
,Pedro Henrique,16,1990-06-16,33,1.79,Brazil,Attack - Right Winger,right,2024-02-16,2025-12-31,Mizuno,pedro-henrique,213368,,Brazil,Santa Cruz do Sul
,Wanderson,11,1994-10-07,29,1.75,Brazil,Attack - Left Winger,right,2023-01-01,2025-12-31,Nike,wanderson,236202,,Brazil,São Luís
,Estêvão,0,2002-02-03,22,1.76,Brazil,Midfield - Attacking Midfield,left,2024-01-01,2024-12-31,Nike,estevao,982552,,Brazil,Amambai
,Allison,42,2002-02-07,22,1.77,Brazil,Midfield - Attacking Midfield,right,2023-01-31,2026-06-30,,allison,982551,,Brazil,São Leopoldo
,Mauricio,27,2001-06-22,22,1.74,Brazil,Midfield - Attacking Midfield,left,2020-11-06,2027-12-31,Nike,mauricio,678439,,Brazil,São Paulo
,Alan Patrick,10,1991-05-13,33,1.77,Brazil,Midfield - Attacking Midfield,right,2022-04-11,2026-12-31,adidas,alan-patrick,104505,,Brazil,São Paulo
,Lucas Ramos,16,2001-01-03,23,1.73,Brazil,Midfield - Central Midfield,right,2024-02-01,2024-12-31,adidas,lucas-ramos,689507,,Brazil,Sarandí
,Baralhas,0,1998-10-10,25,1.78,Brazil,Midfield - Central Midfield,right,2023-07-18,2024-12-31,Nike,baralhas,552242,,Brazil,Botucatu
,Bruno Henrique,8,1989-10-21,34,1.8,Brazil,Midfield - Central Midfield,right,2023-07-19,2025-12-31,,bruno-henrique,277335,,Brazil,Apucarana
Carlos,de Pena,14,1992-03-11,32,1.77,Uruguay,Midfield - Central Midfield,left,2024-04-11,2024-12-31,adidas,carlos-de-pena,257740,,Uruguay,Montevideo
Charles,Aránguiz,20,1989-04-17,35,1.71,Chile,Midfield - Central Midfield,right,2023-04-02,2025-06-30,Nike,charles-aranguiz,89701,,Chile,Puente Alto
,Matheus Dias,41,2002-05-09,22,1.87,Brazil,Midfield - Defensive Midfield,right,2022-01-01,2027-12-31,Nike,matheus-dias,815384,,Brazil,São Paulo
,Rômulo,40,2000-03-01,24,1.82,Brazil,Midfield - Defensive Midfield,right,2024-01-14,2027-12-31,,romulo,687359,,Brazil,Campo Grande
,Campanharo,0,1992-04-04,32,1.78,Brazil,Midfield - Defensive Midfield,right,2024-03-06,2024-12-31,Nike,campanharo,103674,,Brazil,Caxias do Sul
,Johnny Cardoso,4,2001-09-20,22,1.86,United States,Midfield - Defensive Midfield,right,2024-01-01,2029-06-30,Nike,johnny-cardoso,689505,,United States,"Denville, New Jersey"
Hugo,Mallo,2,1991-06-22,32,1.73,Spain,Defender - Right-Back,right,2023-08-14,2024-07-31,,hugo-mallo,119905,,Spain,Marín
,Gabriel,3,1992-07-10,31,1.71,Brazil,Midfield - Defensive Midfield,right,2024-04-19,2024-12-31,Nike,gabriel,213606,,Brazil,Campinas
Fabricio,Bustos,16,1996-04-28,28,1.67,Argentina,Defender - Right-Back,right,2022-02-23,2024-12-31,adidas,fabricio-bustos,275381,,Argentina,Ucacha
,Mário Fernandes,6,1990-09-19,33,1.89,Russia,Defender - Right-Back,right,2023-07-17,2025-06-30,Nike,mario-fernandes,102740,,Brazil,São Caetano do Sul
,Thauan Lara,36,2004-01-22,20,1.76,Brazil,Defender - Left-Back,left,2024-03-07,2024-12-31,adidas,thauan-lara,749557,,Brazil,Porto Alegre
,Renê,6,1992-09-14,31,1.74,Brazil,Defender - Left-Back,left,2022-04-11,2024-12-31,adidas,rene,212209,,Brazil,Picos
,Rangel,16,2004-04-30,20,1.77,Brazil,Defender - Left-Back,left,2023-09-15,2024-06-30,,rangel,980767,,Brazil,Rebouças
,Dalbert,29,1993-09-08,30,1.81,Brazil,Defender - Left-Back,left,2024-04-17,2024-12-31,,dalbert,312862,,Brazil,Barra Mansa
,João Dalla Corte,0,2006-06-07,17,1.78,Brazil,Defender - Centre-Back,left,2024-01-01,2025-12-31,,joao-dalla-corte,1004735,,Brazil,Encruzilhada do Sul
,Felipe Motta,52,2003-08-03,20,1.87,Brazil,Defender - Centre-Back,,2024-02-23,2025-06-30,,felipe-motta,1083638,,Brazil,Rio de Janeiro
,Igor Gomes,3,2001-03-06,23,1.85,Brazil,Defender - Centre-Back,right,2022-08-05,2024-12-31,Nike,igor-gomes,689640,,Brazil,Barra Mansa
Gabriel,Mercado,25,1987-03-18,37,1.8,Argentina,Defender - Centre-Back,right,2021-07-05,2024-12-31,Nike,gabriel-mercado,45319,,Argentina,Puerto Madryn
Nicolás,Hernández,2,1998-01-18,26,1.85,Colombia,Defender - Centre-Back,left,2024-01-12,2024-12-31,Nike,nicolas-hernandez,643750,,Colombia,Villavicencio
,Rodrigo Moledo,0,1987-10-27,36,1.88,Brazil,Defender - Centre-Back,right,2024-01-01,,Nike,rodrigo-moledo,119434,,Brazil,Rio de Janeiro
,Anthoni,24,2002-01-23,22,1.93,Brazil,Goalkeeper,right,2023-01-01,2024-12-31,Nike,anthoni,869437,,Brazil,Canela
,Vitão,44,2000-02-02,24,1.85,Brazil,Defender - Centre-Back,right,2022-04-08,2024-06-30,adidas,vitao,428783,,Brazil,Jacarezinho
,Keiller,13,1996-10-29,27,1.93,Brazil,Goalkeeper,right,2024-02-05,2024-12-31,,keiller,417084,,Brazil,Eldorado do Sul
,John Victor,12,1996-02-13,28,1.97,Brazil,Goalkeeper,right,2024-01-04,2027-06-30,adidas,john-victor,432914,,Brazil,Diadema
,Emerson Junior,0,2000-02-07,24,1.96,Brazil,Goalkeeper,right,2024-01-01,2024-12-31,,emerson-junior,813038,,Brazil,Estância Velha
Sergio,Rochet,1,1993-03-23,31,1.9,Uruguay,Goalkeeper,right,2023-07-13,2026-12-31,,sergio-rochet,264014,,Uruguay,Nueva Palmira
,Vitor Meer,6,2004-06-21,19,1.76,Brazil,Defender - Left-Back,left,2022-01-01,2025-02-16,Nike,vitor-meer,970339,,Brazil,Itaquaquecetuba
,Murillo,40,2002-07-04,21,1.84,Brazil,Defender - Centre-Back,left,2023-08-31,2028-06-30,Nike,murillo,1005649,,Brazil,São Paulo
,Tchoca,0,2003-12-31,20,1.92,Brazil,Defender - Centre-Back,right,2024-02-01,2025-03-21,,tchoca,1005650,,Brazil,Sete Lagoas
,Fábio Santos,0,1985-09-16,38,1.79,Brazil,Defender - Left-Back,left,2024-01-01,,Nike,fabio-santos,13835,,Brazil,São Paulo
,Renato Santos,4,2004-10-11,19,1.88,Brazil,Defender - Centre-Back,right,2022-01-01,2025-12-31,adidas,renato-santos,743831,,Brazil,Vitória da Conquista
,Caetano,4,1999-06-24,24,1.82,Brazil,Defender - Centre-Back,left,2023-01-01,2024-12-31,Nike,caetano,625345,,Brazil,Rio de Janeiro
,Gil,4,1987-06-12,36,1.92,Brazil,Defender - Centre-Back,right,2024-01-01,2024-12-31,Nike,giltm,101469,,Brazil,Campos dos Goytacazes
,Matheus Bidu,21,1999-05-04,25,1.72,Brazil,Defender - Left-Back,left,2023-01-01,2025-12-31,Nike,matheus-bidu,670021,,Brazil,São Paulo
Bruno,Méndez,2,1999-09-10,24,1.8,Uruguay,Defender - Centre-Back,right,2024-01-01,2027-06-30,adidas,bruno-mendez,552912,,Uruguay,Montevideo
,Lucas Veríssimo,5,1995-07-02,28,1.88,Brazil,Defender - Centre-Back,right,2024-01-25,,Puma,lucas-verissimo,411662,,Brazil,Jundiaí
Fabián,Balbuena,3,1991-08-23,32,1.89,Paraguay,Defender - Centre-Back,right,2021-07-09,2025-06-30,adidas,fabian-balbuena,285548,,Paraguay,Ciudad del Este
,Kauê Camargo,0,2004-02-08,20,1.92,Brazil,Goalkeeper,right,2022-01-01,2025-12-31,Uhlsport,kaue-camargo,1005653,,Brazil,Santa Cruz do Rio Pardo
,Carlos Miguel,22,1998-10-09,25,2.04,Brazil,Goalkeeper,left,2021-08-31,2025-12-31,Nike,carlos-miguel,641458,,Brazil,Cardoso Moreira
,Matheus Nascimento,90,2004-03-03,20,1.82,Brazil,Attack - Centre-Forward,right,2020-07-01,2025-12-31,Nike,matheus-nascimento,743594,,Brazil,Rio de Janeiro
,Tiquinho Soares,9,1991-01-17,33,1.87,Brazil,Attack - Centre-Forward,right,2022-08-12,2024-12-31,Puma,tiquinho-soares,103381,,Brazil,Sousa
,Matheus Donelli,32,2002-05-17,22,1.87,Brazil,Goalkeeper,right,2021-03-01,2025-12-31,Puma,matheus-donelli,708723,,Brazil,São Paulo
Sebastian,Joffre,70,1999-08-21,24,1.75,Bolivia,Attack - Centre-Forward,,2024-03-12,2024-12-31,,sebastian-joffre,663315,,Bolivia,Portachuelo
,Diego Costa,19,1988-10-07,35,1.86,Spain,Attack - Centre-Forward,right,2024-02-08,2024-12-31,adidas,diego-costa,44779,,Brazil,Lagarto
,Cássio,0,1987-06-06,36,1.95,Brazil,Goalkeeper,left,2024-05-17,,Nike,cassio,50144,,Brazil,Veranópolis
,Iago,0,2002-01-28,22,1.76,Brazil,Attack - Right Winger,right,2022-07-01,,,iago,627234,,Brazil,Agua Branca
Darius,Lewis,0,1999-11-10,24,1.7,Trinidad and Tobago,Attack - Right Winger,right,2022-04-14,,,darius-lewis,644884,,United States,"Port St. Lucie, Florida"
,Luis Phelipe,19,2001-02-12,23,1.78,Brazil,Attack - Right Winger,right,2024-01-01,2028-06-30,,luis-phelipe,673830,,Brazil,Santos
Matías,Segovia,80,2003-01-04,21,1.65,Paraguay,Attack - Right Winger,left,2024-02-01,2024-06-30,Puma,matias-segovia,718307,,Paraguay,Caaguazú
,Carlos Alberto,89,2002-04-14,22,1.81,Brazil,Attack - Right Winger,right,2024-01-10,2024-06-30,adidas,carlos-alberto,727747,,Brazil,João Pessoa
,Victor Sá,7,1994-03-27,30,1.78,Brazil,Attack - Left Winger,both,2024-02-22,2025-06-30,adidas,victor-sa,381724,,Brazil,São José dos Campos
,Gustavo Sauer,11,1993-04-30,31,1.81,Brazil,Attack - Right Winger,left,2023-08-18,2024-06-30,Nike,gustavo-sauer,336158,,Brazil,Joinville
